"nrAuthors","year","Flesch","NDC","n"
"6",2010,12.0735795917058,12.8884266666667,2250
"6",2011,11.6262774924944,12.92265169613,2093
"6",2012,11.1346732673576,12.9354603174603,2205
"6",2013,10.4902458521,13.0007035419699,2061
"6",2014,10.3731476982177,13.0019681349578,2134
"6",2015,10.9082834662586,12.9512162780064,2187
"7",1941,44.143875,12.32,1
"7",1944,42.4521748768,11.8,1
"7",1950,16.52425874105,13.01,2
"7",1952,47.353,10.28,1
"7",1961,-11.844114807375,13.4725,4
"7",1962,7.0756855301,12.56,1
"7",1963,38.485,10.94,1
"7",1964,12.2250409836,11.1,1
"7",1965,22.0460661928,12.4275,4
"7",1966,11.8407793522333,13.32,3
"7",1967,23.798220380925,12.025,4
"7",1968,14.30124799025,12.5533333333333,12
"7",1969,15.31627949705,12.7641666666667,12
"7",1970,22.7307911757923,12.06,26
"7",1971,19.2867942882788,12.1618181818182,33
"7",1972,18.02074970303,12.321,20
"7",1973,11.7161107552441,12.6455882352941,34
"7",1974,15.5329700132783,12.5365217391304,46
"7",1975,14.3998058911414,12.6125225225225,111
"7",1976,10.4640252865,12.8452941176471,136
"7",1977,15.3360045571184,12.606,125
"7",1978,14.4289588968012,12.6676300578035,173
"7",1979,14.8196033194476,12.6555080213904,187
"7",1980,14.2804396346164,12.5978571428571,238
"7",1981,15.6868682125632,12.6111363636364,220
"7",1982,14.806252951054,12.6007,300
"7",1983,15.2148699151593,12.6568194842407,349
"7",1984,13.2612183671354,12.7552763819095,398
"7",1985,14.60536911305,12.7205681818182,440
"7",1986,13.7967244947276,12.722059447983,471
"7",1987,14.4917831331801,12.80134765625,512
"7",1988,13.3916432592405,12.8364102564103,624
"7",1989,15.7158126076987,12.7204920634921,630
"7",1990,13.1497949948954,12.8229058663029,733
"7",1991,14.8540748989946,12.7466182298547,757
"7",1992,14.1804166293318,12.800936329588,801
"7",1993,13.9670665171302,12.7916703539823,904
"7",1994,13.2495443075326,12.8516715542522,1023
"7",1995,13.6285138510975,12.8631884057971,1104
"7",1996,14.2299671151693,12.8102528548124,1226
"7",1997,14.2326841899792,12.7880380794702,1208
"7",1998,13.9186364063205,12.8102409638554,1328
"7",1999,14.0264831589656,12.8181114327062,1382
"7",2000,13.9515656067119,12.8175804289544,1492
"7",2001,13.1757408827936,12.8194342105263,1520
"7",2002,14.0068001558708,12.8198444976077,1672
